,frequency,Z,phi,ReZ,ImZ
28,305000.0,10008.0,-3.62,9988.031533990348,-631.7993302578561
29,293000.0,9554.45,-4.73,9521.910861563425,-787.8507833692098
30,280000.0,10020.0,-3.87,9997.151943060837,-676.2788088909432
31,269000.0,9624.35,-4.8,9590.595901654156,-805.3490353675372
32,258000.0,9659.0,-4.8100000000000005,9624.983315652658,-809.9325627435211
33,247000.0,10039.5,-4.3,10011.2401480254,-752.7489279729168
34,237000.0,10046.5,-4.44,10016.281680757125,-777.7119289214857
35,227000.0,10054.0,-4.6000000000000005,10021.614843999108,-806.3199852023477
36,217000.0,10061.0,-4.78,10026.007918630989,-838.3830959344941
37,208000.0,10069.0,-4.97,10031.294630875238,-872.2756825301908
38,200000.0,9861.650000000001,-4.97,9824.646612729372,-854.3337553462011
39,191000.0,10091.0,-5.33,10047.368499572905,-937.3725160202308
40,184000.0,9899.5,-5.4,9855.565668588191,-931.6158368653007
41,176000.0,9919.850000000002,-5.63,9871.963080271522,-973.1670171764788
42,169000.0,9938.800000000001,-5.84,9887.216790989098,-1011.2811517986848
43,162000.0,10146.0,-6.16,10087.323122649206,-1088.665729808778
44,155000.0,9981.800000000001,-6.325,9920.990851021263,-1099.7134545067752
45,148000.0,10182.0,-6.655,10113.393403087435,-1179.9986780969784
46,142000.0,10031.0,-6.83,9959.813762880269,-1192.925315659278
47,136000.0,10221.0,-7.165,10141.073718332715,-1274.836229668271
48,131000.0,10075.0,-7.345000000000001,9992.327941128373,-1288.0881577745613
49,125000.0,10266.0,-7.71,10173.193302904467,-1377.2777576580868
50,120000.0,10290.0,-7.99,10190.108219216909,-1430.3127212774127
51,115000.0,10318.0,-8.28,10210.186897187928,-1485.975259765414
52,110000.0,10198.0,-8.504999999999999,10085.72053693232,-1508.1665403295847
53,106000.0,10375.0,-8.88,10250.643275543038,-1601.5422059890632
54,101000.0,10413.0,-9.25,10277.593164991695,-1673.3301079358298
55,97000.0,10309.0,-9.43,10169.689422310323,-1689.0524129669639
56,93000.0,10350.0,-9.76,10200.199140274699,-1754.5476621452242
57,89000.0,10396.0,-10.115,10234.417379573282,-1825.7919042531485
58,86000.0,10434.0,-10.4,10262.584726466868,-1883.5367615443429
59,82000.0,10490.0,-10.8,10304.193260143944,-1965.629990004251
60,79000.0,10537.0,-11.120000000000001,10339.172054192244,-2032.2131369052145
61,75000.0,10607.0,-11.57,10391.469997176062,-2127.3928404950775
62,72000.0,10666.0,-11.93,10435.623815046945,-2204.6315067741843
63,69000.0,10731.0,-12.3,10484.676059264813,-2286.0290751167736
64,66000.0,10804.0,-12.700000000000001,10539.675212791035,-2375.218391828057
65,64000.0,10858.0,-12.98,10580.56211868207,-2438.825383808771
66,61000.0,10946.0,-13.41,10647.561860841886,-2538.5709404200725
67,58000.0,11045.0,-13.85,10723.874913665148,-2643.961390804209
68,56000.0,11118.0,-14.17,10779.71994795191,-2721.68364137489
69,54000.0,11198.0,-14.49,10841.806459440366,-2801.863075890244
70,51000.0,11332.0,-14.99,10946.383190937151,-2931.02695947489
71,49000.0,11432.0,-15.335,11025.239410006676,-3023.331949557701
72,47000.0,11541.0,-15.69,11110.970342565011,-3121.0605643980666
73,45000.0,11662.0,-16.04,11207.987033974314,-3222.3082792097407
74,43000.0,11794.0,-16.4,11314.149015725437,-3329.9351420048847
75,42000.0,11866.0,-16.580000000000002,11372.638301402467,-3386.008574335514
76,40000.0,12019.0,-16.94,11497.50042749837,-3501.9772871443365
77,38000.0,12190.0,-17.3,11638.5341459391,-3624.999715008211
78,37000.0,12282.0,-17.47,11715.483774265429,-3687.134922256498
79,35000.0,12481.0,-17.8,11883.526950814634,-3815.3831012445216
80,34000.0,12589.5,-17.96,11976.039084091728,-3882.0095448501124
81,32000.0,12824.5,-18.26,12178.71530471151,-4018.294884249489
82,31000.0,12952.5,-18.400000000000002,12289.842102819519,-4088.2863265388714
83,30000.0,13087.0,-18.525,12409.26140061366,-4158.139639437859
84,28000.0,13380.0,-18.740000000000002,12670.675581351368,-4298.648661166226
85,27000.0,13540.0,-18.814999999999998,12816.488138183035,-4366.832912561851
86,26000.0,13709.0,-18.88,12970.960350970432,-4435.89447840602
87,25000.0,13885.5,-18.92,13135.297436905683,-4502.340668365623
88,24000.0,14072.0,-18.93,13310.924694481248,-4565.13611821699
89,23000.0,14271.0,-18.92,13499.969732604588,-4627.33813533872
90,22000.0,14481.0,-18.87,13702.716220686349,-4683.474049820198
91,21000.0,14703.0,-18.78,13920.237192604429,-4733.413726015544
92,20000.0,14936.0,-18.66,14150.87238673565,-4778.797620146989
93,19000.0,15181.0,-18.48,14398.181983461775,-4811.976368511876
94,18000.0,15435.0,-18.26,14657.762152771818,-4836.241688829261
95,17000.0,15703.0,-17.98,14936.13340538699,-4847.280463980066
96,16000.0,15983.0,-17.63,15232.736237962585,-4840.754247977281
97,15000.0,16276.0,-17.2,15548.110621903264,-4812.944222516903
98,14000.0,16581.0,-16.7,15881.654787030166,-4764.7247796280735
99,13000.0,16890.0,-16.14,16224.286019106541,-4695.172325934804
100,12000.0,17206.0,-15.48,16581.829608657907,-4592.315628246382
101,11000.0,17525.0,-14.72,16949.33041160616,-4452.89780347614
102,10000.0,17845.0,-13.86,17325.424191585254,-4274.775032868095
103,9000.0,18161.0,-12.91,17702.28409579118,-4057.534988308681
104,8000.0,18472.0,-11.84,18078.9968406947,-3790.0735130272938
105,7000.0,18769.0,-10.67,18444.48167497942,-3475.1196729534945
106,6000.0,19047.0,-9.4,18791.239962127944,-3110.8696028161794
107,5000.0,19301.0,-8.02,19112.22517664599,-2692.9911294481817
108,4000.0,19522.0,-6.5600000000000005,19394.18487410012,-2230.263901251614
109,3000.0,19704.0,-5.01,19628.72030391744,-1720.742639263437
110,2000.0,19843.0,-3.39,19808.27799699966,-1173.359192054661
111,1000.0,19933.0,-1.72,19924.01906227286,-598.277066737407
112,999.0,19933.0,-1.72,19924.01906227286,-598.2920743146486
113,957.0,19936.0,-1.6500000000000001,19927.733900310395,-574.0362344137004
114,918.0,19938.0,-1.58,19930.419584980715,-549.7446376429193
115,879.0,19940.0,-1.52,19932.983644292624,-528.9263052285049
116,843.0,19943.0,-1.46,19936.52563111167,-508.1286845155461
117,808.0,19944.0,-1.4000000000000001,19938.046512195917,-487.27536107651446
118,774.0,19945.5,-1.34,19940.04544320164,-466.4311021507805
119,742.0,19947.0,-1.29,19941.94450829795,-449.06372372437386
120,712.0,19948.0,-1.24,19943.328562764873,-431.6825657897257
121,682.0,19949.0,-1.19,19944.697467289145,-414.29933418971683
122,654.0,19951.0,-1.1400000000000001,19947.05102137167,-396.93393757084715
123,627.0,19952.0,-1.09,19948.38963530782,-379.54572576102805
124,601.0,19953.0,-1.05,19949.649578972316,-365.63735614643906
125,576.0,19954.0,-1.0,19950.96090915063,-348.2453180495552
126,552.0,19955.0,-0.96,19952.199027934654,-334.333590420523
127,529.0,19956.0,-0.92,19953.427445652775,-320.4203037740581
128,507.0,19957.0,-0.88,19954.64616073163,-306.5054648753354
129,486.0,19958.0,-0.85,19955.803801229686,-296.07202979485425
130,466.0,19959.0,-0.81,19956.955986265868,-282.16138457111435
131,446.0,19959.0,-0.78,19957.150535430985,-271.70481436048743
132,428.0,19960.0,-0.75,19958.28997837718,-261.268327604035
133,410.0,19960.0,-0.72,19958.42404230817,-250.81815607171805
134,393.0,19960.0,-0.6900000000000001,19958.552634524014,-240.36791577618106
135,377.0,19957.0,-0.66,19955.67595402428,-229.8830528274695
136,361.0,19961.0,-0.64,19959.754733036687,-222.9618734661963
137,346.0,19961.0,-0.61,19959.868739555324,-212.51094024113394
138,332.0,19962.0,-0.59,19960.94165082297,-205.55391614089766
139,318.0,19963.0,-0.56,19962.046494630547,-195.11213752160845
140,305.0,19963.0,-0.54,19962.113385455967,-188.1440570408538
141,292.0,19964.0,-0.52,19963.177802774426,-181.18502922283523
142,280.0,19964.0,-0.5,19963.239832053117,-174.21655468953722
143,268.0,19964.0,-0.48,19963.299428871585,-167.2480589284805
144,257.0,19965.0,-0.46,19964.356560994227,-160.28757121706556
145,247.0,19965.0,-0.44,19964.411295612306,-153.31868649268145
146,236.0,19965.0,-0.42,19964.463597627422,-146.34978308688048
147,227.0,19966.0,-0.4,19965.513442663912,-139.38784310910034
148,217.0,19966.0,-0.39,19965.537466339625,-135.90320153953672
149,208.0,19966.0,-0.37,19965.58368913519,-128.93390608701316
150,200.0,19966.0,-0.35000000000000003,19965.627479184946,-121.96459492428416
151,191.0,19966.0,-0.34,19965.648461928464,-118.47993371696431
152,183.0,19966.0,-0.33,19965.668836483554,-114.9923891231953
153,176.0,19966.0,-0.31,19965.707761025977,-108.02863411211143
154,168.0,19966.5,-0.3,19966.22630415825,-104.54387184003903
155,161.0,19967.0,-0.29,19966.744239998334,-101.06163709998812
156,155.0,19967.0,-0.28,19966.76157447049,-97.576781299508
157,148.0,19967.0,-0.27,19966.778300720303,-94.09192252666912
158,142.0,19967.0,-0.26,19966.794418747275,-90.60706088762642
159,136.0,19967.0,-0.24,19966.824830130725,-83.63732943554928
160,131.0,19968.0,-0.24,19967.824821357757,-83.64151821350468
161,125.0,19968.0,-0.22,19967.852801245404,-76.67142750743652
162,120.0,19968.0,-0.21,19967.86587880607,-73.18637859800428
163,115.0,19968.0,-0.21,19967.86587880607,-73.18637859800428
164,110.0,19967.5,-0.2,19967.37835115693,-69.69958213347988
165,106.0,19967.5,-0.19,19967.39021190826,-66.21461613739629
166,101.0,19967.0,-0.18,19966.9014668855,-62.72807733055725
167,97.0,19966.5,-0.18,19966.401469352902,-62.726506536814306
168,93.0,19967.0,-0.17,19966.912110886977,-59.24319467266221
169,89.0,19967.0,-0.17,19966.912110886977,-59.24319467266221
170,85.0,19967.0,-0.16,19966.922146661527,-55.75831021011628
171,82.0,19967.0,-0.16,19966.922146661527,-55.75831021011628
172,79.0,19968.0,-0.15,19967.931570781904,-52.27604203996249
173,75.0,19968.0,-0.15,19967.931570781904,-52.27473304451878
174,72.0,19967.5,-0.14,19967.440392036027,-48.78975802495502
175,69.0,19968.0,-0.13,19967.948602046657,-45.305915982210635
176,66.0,19968.0,-0.13,19967.948602046657,-45.305915982210635
177,64.0,19968.0,-0.12,19967.956205291415,-41.820850830108455
178,61.0,19968.0,-0.11,19967.96320027744,-38.33578440407033
179,58.0,19968.0,-0.11,19967.96320027744,-38.33578440407033
180,56.0,19968.0,-0.1,19967.96958700453,-34.85071681025743
181,54.0,19968.0,0.17,19967.91210648526,59.246161728037215
182,51.0,19967.5,-0.01,19967.49969587759,-3.4849861662265527
183,49.0,19967.0,0.21,19966.865885522875,73.18271341478123
184,47.0,19967.5,0.16,19967.422144711978,55.759706471703154
185,45.0,19963.5,-1.1500000000000001,19959.443804147566,-400.6762578755716
186,43.0,19963.0,-1.23,19958.400145546224,-428.5237802741796
187,42.0,19967.5,-0.1,19967.46958776607,-34.85071681025743
188,40.0,19967.5,-0.1,19967.46958776607,-34.84984414607448
189,38.0,19967.0,-0.1,19966.969588527616,-34.84897148189153
190,37.0,19967.0,-0.1,19966.969588527616,-34.84897148189153
191,35.0,19968.0,-0.1,19967.96958700453,-34.85071681025743
192,34.0,19967.0,-0.09,19966.97536670618,-31.36564815483099
193,32.0,19968.0,-0.09,19967.97536547248,-31.36564815483099
194,31.0,19968.0,-0.08,19967.97536547248,-27.880578543952268
195,30.0,19968.0,-0.08,19967.98053568112,-27.880578543952268
196,28.0,19968.0,-0.07,19967.98509763029,-24.39550808378256
197,27.0,19968.0,-0.06,19967.98905131985,-20.910436880483175
198,26.0,19968.0,-0.06,19967.98905131985,-20.910436880483175
199,25.0,19968.0,-0.05,19967.992396749683,-17.425365040215468
