wl,n
0.67977094,2.3534
0.68136414,2.35254
0.6829573,2.35169
0.68455035,2.35084
0.6861434,2.35001
0.68773627,2.34919
0.6893292,2.34838
0.690922,2.34757
0.6925148,2.34677
0.69410754,2.34599
0.6957002,2.34521
0.6972928,2.34444
0.6988854,2.34367
0.70047784,2.34292
0.7020702,2.34217
0.7036626,2.34143
0.7052549,2.3407
0.7068471,2.33998
0.70843933,2.33926
0.7100314,2.33855
0.7116234,2.33785
0.71321545,2.33716
0.7148073,2.33647
0.71639923,2.33579
0.71799097,2.33512
0.7195827,2.33445
0.7211744,2.33379
0.722766,2.33313
0.7243575,2.33249
0.7259489,2.33185
0.72754034,2.33121
0.72913165,2.33058
0.7307229,2.32996
0.7323141,2.32934
0.7339052,2.32873
0.7354963,2.32813
0.7370873,2.32753
0.73867816,2.32694
0.740269,2.32635
0.74185974,2.32577
0.7434505,2.32519
0.74504114,2.32462
0.7466317,2.32405
0.74822217,2.32349
0.7498126,2.32294
0.75140295,2.32239
0.7529932,2.32184
0.7545834,2.3213
0.7561735,2.32077
0.75776355,2.32024
0.7593536,2.31971
0.7609435,2.31919
0.76253326,2.31867
0.764123,2.31816
0.7657127,2.31766
0.7673023,2.31715
0.7688918,2.31665
0.77048126,2.31616
0.7720706,2.31567
0.7736599,2.31519
0.77524915,2.31471
0.77683826,2.31423
0.7784273,2.31376
0.7800163,2.31329
0.78160516,2.31283
0.783194,2.31236
0.7847828,2.31191
0.7863714,2.31146
0.78795996,2.31101
0.78954846,2.31056
0.79113684,2.31012
0.7927252,2.30969
0.7943135,2.30925
0.7959016,2.30882
0.7974897,2.3084
0.7990777,2.30797
0.80066565,2.30755
0.8022534,2.30714
0.8038412,2.30673
0.80542883,2.30632
0.8070164,2.30591
0.8086039,2.30551
0.8101913,2.30511
0.8117786,2.30472
0.81336584,2.30432
0.814953,2.30394
0.81654004,2.30355
0.818127,2.30317
0.81971387,2.30279
0.82130066,2.30241
0.8228874,2.30204
0.824474,2.30167
0.82606055,2.3013
0.827647,2.30094
0.8292333,2.30057
0.8308195,2.30021
0.83240564,2.29986
0.8339918,2.29951
0.83557776,2.29916
0.8371636,2.29881
0.8387494,2.29846
0.8403351,2.29812
0.8419207,2.29778
0.8435062,2.29745
0.8450916,2.29711
0.84667694,2.29678
0.8482622,2.29645
0.8498473,2.29613
0.8514323,2.2958
0.8530173,2.29548
0.8546022,2.29516
0.8561868,2.29485
0.8577715,2.29453
0.8593561,2.29422
0.86094055,2.29391
0.8625249,2.2936
0.8641091,2.2933
0.86569324,2.293
0.86727734,2.2927
0.8688613,2.2924
0.8704451,2.29211
0.87202893,2.29181
0.8736126,2.29152
0.8751961,2.29123
0.8767796,2.29095
0.8783629,2.29066
0.87994617,2.29038
0.8815293,2.2901
0.8831123,2.28982
0.8846953,2.28955
0.88627814,2.28927
0.88786084,2.289
0.8894435,2.28873
0.891026,2.28847
0.8926084,2.2882
0.89419073,2.28794
0.89577295,2.28767
0.8973551,2.28741
0.898937,2.28716
0.9005189,2.2869
0.9021007,2.28665
0.9036823,2.28639
0.905264,2.28614
0.9068454,2.2859
0.90842676,2.28565
0.91000793,2.2854
0.91158905,2.28516
0.9131701,2.28492
0.914751,2.28468
0.9163317,2.28444
0.9179125,2.28421
0.91949304,2.28397
0.92107355,2.28374
0.9226538,2.28351
0.9242341,2.28328
0.92581415,2.28305
0.9273942,2.28283
0.9289741,2.2826
0.9305539,2.28238
0.9321335,2.28216
0.9337131,2.28194
0.9352925,2.28172
0.9368719,2.2815
0.93845105,2.28129
0.9400301,2.28108
0.9416091,2.28086
0.943188,2.28065
0.9447667,2.28044
0.94634534,2.28024
0.9479238,2.28003
0.94950214,2.27983
0.95108044,2.27962
0.95265857,2.27942
0.95423663,2.27922
0.9558146,2.27902
0.9573923,2.27883
0.9589699,2.27863
0.9605475,2.27844
0.9621249,2.27824
0.9637023,2.27805
0.9652794,2.27786
0.96685645,2.27767
0.9684334,2.27749
0.97001013,2.2773
0.9715868,2.27711
0.9731634,2.27693
0.97473987,2.27675
0.9763161,2.27657
0.9778923,2.27639
0.9794684,2.27621
0.9810443,2.27603
0.9826201,2.27586
0.9841958,2.27568
0.98577136,2.27551
0.9873468,2.27534
0.98892206,2.27516
0.99049725,2.27499
0.99207227,2.27482
0.99364716,2.27466
0.995222,2.27449
0.9967967,2.27433
0.9983712,2.27416
0.9999455,2.274
1.01169275,2.27282
1.015112,2.27249
1.01853125,2.27216
1.0219505,2.27184
1.0253698,2.27152
1.028789,2.27121
1.0322083,2.2709
1.0356274,2.27059
1.0390466,2.2703
1.042466,2.27
1.0458853,2.26971
1.0493044,2.26942
1.0527238,2.26914
1.0561431,2.26887
1.0595623,2.26859
1.0629817,2.26832
1.066401,2.26806
1.0698203,2.2678
1.0732396,2.26754
1.0766589,2.26729
1.0800784,2.26704
1.0834978,2.26679
1.0869172,2.26655
1.0903368,2.26631
1.0937562,2.26608
1.0971758,2.26585
1.1005955,2.26562
1.104015,2.2654
1.1074347,2.26517
1.1108542,2.26496
1.114274,2.26474
1.1176937,2.26453
1.1211135,2.26433
1.1245334,2.26412
1.1279534,2.26392
1.1313733,2.26372
1.1347932,2.26353
1.1382133,2.26334
1.1416334,2.26315
1.1450535,2.26296
1.1484738,2.26278
1.151894,2.2626
1.1553143,2.26242
1.1587347,2.26225
1.1621552,2.26208
1.1655757,2.26191
1.1689963,2.26175
1.1724169,2.26158
1.1758376,2.26142
1.1792584,2.26126
1.1826793,2.26111
1.1861002,2.26096
1.1895212,2.26081
1.1929423,2.26066
1.1963635,2.26052
1.1997848,2.26037
1.203206,2.26023
1.2066276,2.2601
1.2100491,2.25996
1.2134706,2.25983
1.2168923,2.2597
1.2203141,2.25957
1.223736,2.25944
1.227158,2.25932
1.23058,2.2592
1.2340022,2.25908
1.2374244,2.25896
1.2408468,2.25885
1.2442693,2.25874
1.2476918,2.25863
1.2511145,2.25852
1.2545374,2.25841
1.2579602,2.25831
1.2613832,2.2582
1.2648064,2.2581
1.2682296,2.25801
1.271653,2.25791
1.2750764,2.25781
1.2785,2.25772
1.2819237,2.25763
1.2853475,2.25754
1.2887715,2.25746
1.2921956,2.25737
1.2956199,2.25729
1.2990442,2.25721
1.3024686,2.25713
1.3058933,2.25705
1.3093181,2.25697
1.3127429,2.2569
1.316168,2.25683
1.3195931,2.25676
1.3230184,2.25669
1.326444,2.25662
1.3298695,2.25655
1.3332953,2.25649
1.3367212,2.25643
1.3401472,2.25637
1.3435735,2.25631
1.3469999,2.25625
1.3504264,2.25619
1.353853,2.25614
1.3572799,2.25609
1.3607068,2.25603
1.364134,2.25598
1.3675613,2.25594
1.3709889,2.25589
1.3744165,2.25584
1.3778444,2.2558
1.3812723,2.25576
1.3847004,2.25572
1.3881289,2.25568
1.3915574,2.25564
1.3949861,2.2556
1.3984149,2.25556
1.401844,2.25553
1.4052732,2.2555
1.4087028,2.25547
1.4121323,2.25544
1.4155621,2.25541
1.4189921,2.25538
1.4224222,2.25535
1.4258527,2.25533
1.4292832,2.2553
1.4327141,2.25528
1.436145,2.25526
1.4395762,2.25524
1.4430076,2.25522
1.4464391,2.25521
1.4498708,2.25519
1.4533029,2.25517
1.4567351,2.25516
1.4601675,2.25515
1.4636001,2.25514
1.467033,2.25513
1.470466,2.25512
1.4738992,2.25511
1.4773328,2.2551
1.4807664,2.2551
1.4842003,2.25509
1.4876345,2.25509
1.4910688,2.25509
1.4945034,2.25509
1.4979382,2.25509

wl,k
0.30141754,0.38666
0.30301373,0.3863
0.30461,0.38591
0.30620624,0.38549
0.30780255,0.38504
0.30939886,0.38456
0.31099524,0.38406
0.3125916,0.38354
0.31418805,0.38299
0.3157845,0.38243
0.31738095,0.38184
0.31897748,0.38123
0.32057397,0.38061
0.32217053,0.37997
0.32376712,0.37932
0.3253637,0.37865
0.32696036,0.37796
0.328557,0.37727
0.3301537,0.37656
0.3317504,0.37584
0.3333471,0.37511
0.33494388,0.37436
0.33654065,0.37361
0.33813745,0.37285
0.33973428,0.37208
0.34133112,0.3713
0.34292798,0.37052
0.34452487,0.36972
0.34612177,0.36892
0.34771872,0.36812
0.34931567,0.3673
0.35091266,0.36648
0.3525096,0.36566
0.35410663,0.36483
0.35570367,0.364
0.35730072,0.36316
0.35889777,0.36232
0.36049484,0.36147
0.36209198,0.36062
0.36368906,0.35977
0.3652862,0.35891
0.36688336,0.35806
0.36848053,0.35719
0.3700777,0.35633
0.3716749,0.35546
0.37327213,0.35459
0.37486932,0.35372
0.37646658,0.35285
0.37806384,0.35197
0.3796611,0.3511
0.38125836,0.35022
0.38285568,0.34934
0.38445297,0.34845
0.3860503,0.34757
0.38764764,0.34669
0.38924496,0.3458
0.39084235,0.34492
0.3924397,0.34403
0.39403705,0.34314
0.39563446,0.34225
0.39723184,0.34136
0.39882922,0.34047
0.40042664,0.33957
0.40202405,0.33868
0.4036215,0.33778
0.40521893,0.33689
0.40681635,0.33599
0.4084138,0.33509
0.41001123,0.33419
0.4116087,0.33329
0.4132062,0.33239
0.41480365,0.33149
0.41640112,0.33059
0.4179986,0.32968
0.4195961,0.32878
0.42119354,0.32787
0.42279108,0.32696
0.42438858,0.32605
0.42598602,0.32513
0.42758356,0.32422
0.42918106,0.3233
0.43077856,0.32238
0.43237607,0.32146
0.43397357,0.32053
0.43557104,0.3196
0.43716855,0.31867
0.43876605,0.31773
0.4403636,0.31679
0.4419611,0.31585
0.4435586,0.3149
0.4451561,0.31394
0.44675357,0.31298
0.44835107,0.31201
0.44994858,0.31103
0.45154605,0.31004
0.45314355,0.30904
0.45474103,0.30803
0.45633853,0.307
0.45793597,0.30594
0.45953345,0.30485
0.46113092,0.30373
0.46272836,0.30254
0.46432584,0.30129
0.46592328,0.29994
0.4675207,0.29846
0.4691181,0.29681
0.47071558,0.29495
0.472313,0.29281
0.4739104,0.29035
0.47550775,0.28748
0.47710516,0.28413
0.47870255,0.28021
0.4802999,0.27566
0.48189728,0.27039
0.48349463,0.26434
0.48509195,0.25745
0.4866893,0.24971
0.48828662,0.24109
0.48988388,0.2316
0.4914812,0.2213
0.49307846,0.21025
0.49467572,0.19854
0.496273,0.18628
0.4978702,0.17361
0.49946744,0.16068
0.50106464,0.14764
0.50266187,0.13466
0.50425903,0.12188
0.5058562,0.10945
0.5074533,0.09751
0.50905048,0.08617
0.5106476,0.07552
0.5122447,0.06564
0.51384174,0.05657
0.51543884,0.04834
0.5170359,0.04096
0.51863293,0.03441
0.52022986,0.02866
0.52182684,0.02367
0.5234238,0.01938
0.5250208,0.01573
0.52661774,0.01266
0.5282146,0.0101
0.5298115,0.008
0.5314083,0.00628
0.5330052,0.00489
0.534602,0.00377
0.53619885,0.00289
0.53779553,0.0022
0.53939233,0.00166
0.5409891,0.00124
0.54258575,0.000922
0.54418243,0.00068
0.54577905,0.000498
0.5473757,0.000362
0.5489723,0.000261
0.5505689,0.000187
0.5521654,0.000133
0.5537619,0.000094
0.55535846,0.000066
0.5569549,0.0000461
0.55855133,0.0000319
0.56014777,0.000022
0.56174414,0.0000151
0.56334045,0.0000102
0.5649368,0.00000693
0.5665331,0.00000466
0.56812933,0.00000312
0.5697256,0.00000207
0.5713218,0.00000137
0.57291797,0.0000009
0.5745141,0.000000589
0.5761102,0.000000383
0.57770624,0.000000248
0.5793023,0.00000016
0.5808983,0.000000102
0.58249426,6.53E-008
0.5840902,4.14E-008
0.58568616,2.62E-008
0.58728204,1.65E-008
0.5888778,1.03E-008
0.59047363,6.42E-009
0.59206946,0.000000004
0.59366516,2.46E-009
0.59526086,1.52E-009
0.5968565,9.29E-010
0.59845215,5.67E-010
0.6000477,3.45E-010
0.60164325,2.09E-010
0.6032388,1.26E-010
0.6048342,7.59E-011
0.6064296,4.55E-011
0.608025,2.72E-011
0.6096204,1.62E-011
0.6112157,9.58E-012
0.612811,5.67E-012
0.6144062,3.34E-012
0.6160014,1.96E-012
0.61759656,1.15E-012
0.61919165,6.7E-013
0.62078674,3.9E-013
0.6223817,2.26E-013
0.6239767,1.31E-013
0.62557166,7.54E-014
0.62716656,4.33E-014
0.62876135,2.47E-014
0.6303562,1.4E-014
0.6319509,7.9E-015
0.63354565,4.39E-015
0.6351403,2.39E-015
0.6367349,1.24E-015
0.63832947,5.34E-016
0.639924,2.32E-016
0.6415185,1.91E-017
0.6431129,1.82E-017
0.64470734,8E-018
0.64630164,2.37E-018
0.64789594,1.63E-017
0.6494902,-6.14E-019
0.65108435,-1.7E-017
0.6526785,1.64E-017
0.6542726,1.64E-017
0.65586664,8.82E-023
0.65746063,2.2E-021
0.65905457,1.63E-017
0.6606485,-5.62E-024
0.6622423,-1.63E-017
0.66383606,2.19E-021
0.6654298,0
0.6670235,5.6E-024
0.66861707,5.47E-019
0.6702107,-1.62E-017
0.6718042,-1.62E-017
0.67339764,5.49E-019
0.6749911,2.21E-021
0.6765844,2.21E-021
0.67817773,5.63E-024
0.67977094,-1.61E-017
0.68136414,-1.19E-026
0.6829573,-5.63E-024
0.68455035,5.53E-019
0.6861434,-1.66E-017
0.68773627,5.54E-019
0.6893292,-1.6E-017
0.690922,-1.6E-017
0.6925148,5.64E-024
0.69410754,2.23E-021
0.6957002,5.65E-024
0.6972928,2.23E-021
0.6988854,-1.59E-017
0.70047784,5.59E-019
0.7020702,-3.22E-017
0.7036626,-1.13E-023
0.7052549,-1.58E-017
0.7068471,5.69E-024
0.70843933,2.24E-021
0.7100314,1.52E-017
0.7116234,-1.57E-017
0.71321545,5.61E-019
0.7148073,1.62E-017
0.71639923,-1.57E-017
0.71799097,-5.65E-019
0.7195827,1.56E-017
0.7211744,2.24E-021
0.722766,-5.66E-019
0.7243575,5.65E-019
0.7259489,2.25E-021
0.72754034,3.11E-017
0.72913165,-5.71E-024
0.7307229,5.72E-024
0.7323141,-1.55E-017
0.7339052,5.68E-019
0.7354963,2.25E-021
0.7370873,-1.54E-017
0.73867816,-2.26E-021
0.740269,-5.7E-019
0.74185974,-1.54E-017
0.7434505,-2.26E-021
0.74504114,1.53E-017
0.7466317,-1.59E-017
0.74822217,1.53E-017
0.7498126,-5.72E-019
0.75140295,2.27E-021
0.7529932,-5.78E-019
0.7545834,0
0.7561735,2.27E-021
0.75776355,-1.52E-017
0.7593536,0
0.7609435,5.76E-024
0.76253326,-1.21E-026
0.764123,0
0.7657127,-1.57E-017
0.7673023,2.28E-021
0.7688918,-1.51E-017
0.77048126,-2.28E-021
0.7720706,1.56E-017
0.7736599,-2.29E-021
0.77524915,5.77E-024
0.77683826,1.5E-017
0.7784273,-5.8E-019
0.7800163,-5.79E-024
0.78160516,-1.49E-017
0.783194,-2.29E-021
0.7847828,1.49E-017
0.7863714,-1.21E-026
0.78795996,2.3E-021
0.78954846,0
0.79113684,-5.84E-019
0.7927252,-1.48E-017
0.7943135,0
0.7959016,1.48E-017
0.7974897,1.42E-017
0.7990777,5.8E-024
0.80066565,-2.95E-017
0.8022534,1.47E-017
0.8038412,-2.3E-021
0.80542883,5.9E-019
0.8070164,-1.16E-023
0.8086039,-2.31E-021
0.8101913,0
0.8117786,2.32E-021
0.81336584,-1.52E-017
0.814953,5.83E-024
0.81654004,-5.84E-024
0.818127,-1.46E-017
0.81971387,1.45E-017
0.82130066,5.91E-019
0.8228874,1.45E-017
0.824474,-1.45E-017
0.82606055,-1.45E-017
0.827647,2.89E-017
0.8292333,1.45E-017
0.8308195,-1.44E-017
0.83240564,-1.5E-017
0.8339918,0
0.83557776,1.5E-017
0.8371636,-5.85E-024
0.8387494,-1.5E-017
0.8403351,-1.43E-017
0.8419207,-1.43E-017
0.8435062,-1.49E-017
0.8450916,-5.97E-019
0.84667694,1.49E-017
0.8482622,-2.33E-021
0.8498473,0
0.8514323,-5.98E-019
0.8530173,5.85E-024
0.8546022,-2.34E-021
0.8561868,5.86E-024
0.8577715,-1.48E-017
0.8593561,-2.34E-021
0.86094055,1.48E-017
0.8625249,-2.34E-021
0.8641091,-6.03E-019
0.86569324,-1.41E-017
0.86727734,-5.88E-024
0.8688613,-1.47E-017
0.8704451,-5.88E-024
0.87202893,-5.88E-024
0.8736126,2.35E-021
0.8751961,1.4E-017
0.8767796,-1.46E-017
0.8783629,1.4E-017
0.87994617,-1.46E-017
0.8815293,-2.85E-017
0.8831123,-6.05E-019
0.8846953,6.05E-019
0.88627814,-1.39E-017
0.88786084,1.39E-017
0.8894435,-2.36E-021
0.891026,0
0.8926084,-1.45E-017
0.89419073,5.89E-024
0.89577295,-5.9E-024
0.8973551,1.44E-017
0.898937,-6.1E-019
0.9005189,-1.38E-017
0.9021007,-1.38E-017
0.9036823,1.23E-026
0.905264,-5.91E-024
0.9068454,-1.37E-017
0.90842676,-6.1E-019
0.91000793,0
0.91158905,2.37E-021
0.9131701,-2.36E-021
0.914751,1.37E-017
0.9163317,0
0.9179125,-1.3E-017
0.91949304,0
0.92107355,-6.12E-019
0.9226538,-1.36E-017
0.9242341,2.36E-021
0.92581415,0
0.9273942,2.36E-021
0.9289741,-5.93E-024
0.9305539,1.35E-017
0.9321335,-1.35E-017
0.9337131,-5.93E-024
0.9352925,-6.15E-019
0.9368719,2.38E-021
0.93845105,0
0.9400301,-1.28E-017
0.9416091,-1.23E-026
0.943188,-2.37E-021
0.9447667,-1.34E-017
0.94634534,1.34E-017
0.9479238,-5.94E-024
0.94950214,2.37E-021
0.95108044,1.34E-017
0.95265857,0
0.95423663,-1.33E-017
0.9558146,-2.39E-021
0.9573923,-6.19E-019
0.9589699,6.21E-019
0.9605475,1.33E-017
0.9621249,-5.94E-024
0.9637023,-2.38E-021
0.9652794,-2.39E-021
0.96685645,-1.32E-017
0.9684334,2.38E-021
0.97001013,-1.26E-017
0.9715868,-6.21E-019
0.9731634,-2.38E-021
0.97473987,-2.38E-021
0.9763161,6.22E-019
0.9778923,0
0.9794684,-5.96E-024
0.9810443,-6.23E-019
0.9826201,-6.25E-019
0.9841958,0
0.98577136,6.28E-019
0.9873468,-5.98E-024
0.98892206,1.31E-017
0.99049725,1.3E-017
0.99207227,-2.39E-021
0.99364716,-6.27E-019
0.995222,1.36E-017
0.9967967,2.4E-021
0.9983712,1.3E-017
0.9999455,2.4E-021
1.01169275,1.29E-017
1.015112,-1.29E-017
1.01853125,2.4E-021
1.0219505,1.28E-017
1.0253698,5.99E-024
1.028789,6.32E-019
1.0322083,-1.27E-017
1.0356274,1.33E-017
1.0390466,-1.33E-017
1.042466,-6.34E-019
1.0458853,-6E-024
1.0493044,2.41E-021
1.0527238,6E-024
1.0561431,-1.32E-017
1.0595623,1.25E-017
1.0629817,-1.25E-017
1.066401,-1.25E-017
1.0698203,-6E-024
1.0732396,-2.41E-021
1.0766589,0
1.0800784,-1.24E-017
1.0834978,1.24E-017
1.0869172,6.03E-024
1.0903368,2.42E-021
1.0937562,-1.23E-017
1.0971758,2.43E-021
1.1005955,1.23E-017
1.104015,-6.42E-019
1.1074347,-6.04E-024
1.1108542,-2.43E-021
1.114274,0
1.1176937,-6.04E-024
1.1211135,1.21E-017
1.1245334,-6.45E-019
1.1279534,-6.43E-019
1.1313733,-1.21E-017
1.1347932,0
1.1382133,-1.14E-017
1.1416334,-1.2E-017
1.1450535,-1.26E-017
1.1484738,-1.26E-017
1.151894,0
1.1553143,6.04E-024
1.1587347,-6.46E-019
1.1621552,1.19E-017
1.1655757,-1.19E-017
1.1689963,-2.44E-021
1.1724169,-1.18E-017
1.1758376,1.18E-017
1.1792584,-1.18E-017
1.1826793,-6.07E-024
1.1861002,-1.17E-017
1.1895212,2.44E-021
1.1929423,0
1.1963635,0
1.1997848,1.24E-026
1.203206,-6.51E-019
1.2066276,-6.07E-024
1.2100491,1.16E-017
1.2134706,1.22E-017
1.2168923,2.46E-021
1.2203141,-1.15E-017
1.223736,-1.15E-017
1.227158,-2.46E-021
1.23058,-1.15E-017
1.2340022,-6.56E-019
1.2374244,1.15E-017
1.2408468,1.24E-026
1.2442693,1.21E-017
1.2476918,-1.24E-026
1.2511145,-1.14E-017
1.2545374,-2.46E-021
1.2579602,6.58E-019
1.2613832,6.1E-024
1.2648064,6.09E-024
1.2682296,1.2E-017
1.271653,2.46E-021
1.2750764,-1.13E-017
1.2785,6.58E-019
1.2819237,-6.1E-024
1.2853475,1.12E-017
1.2887715,-1.24E-026
1.2921956,-1.22E-023
1.2956199,1.12E-017
1.2990442,-1.18E-017
1.3024686,-6.11E-024
1.3058933,-2.47E-021
1.3093181,1.17E-017
1.3127429,1.11E-017
1.316168,0
1.3195931,2.47E-021
1.3230184,2.47E-021
1.326444,6.64E-019
1.3298695,0
1.3332953,-1.22E-023
1.3367212,-1.1E-017
1.3401472,6.68E-019
1.3435735,0
1.3469999,-6.66E-019
1.3504264,-1.09E-017
1.353853,6.64E-019
1.3572799,2.48E-021
1.3607068,-1.15E-017
1.364134,1.24E-026
1.3675613,-1.08E-017
1.3709889,-4.96E-021
1.3744165,-6.65E-019
1.3778444,-6.65E-019
1.3812723,-2.49E-021
1.3847004,2.15E-017
1.3881289,-6.13E-024
1.3915574,-1.07E-017
1.3949861,-1.07E-017
1.3984149,-1.13E-017
1.401844,-1.13E-017
1.4052732,-1.24E-026
1.4087028,-1.06E-017
1.4121323,2.48E-021
1.4155621,1.06E-017
1.4189921,6.71E-019
1.4224222,-1.06E-017
1.4258527,0
1.4292832,-1.12E-017
1.4327141,1.24E-026
1.436145,0
1.4395762,0
1.4430076,-6.13E-024
1.4464391,-1.05E-017
1.4498708,-1.05E-017
1.4533029,-2.49E-021
1.4567351,-2.5E-021
1.4601675,9.73E-018
1.4636001,-6.13E-024
1.467033,-6.71E-019
1.470466,-6.12E-024
1.4738992,-2.49E-021
1.4773328,1.03E-017
1.4807664,6.75E-019
1.4842003,2.49E-021
1.4876345,6.13E-024
1.4910688,-1.03E-017
1.4945034,1.03E-017
1.4979382,6.13E-024
