,frequency,Z,phi,ReZ,ImZ
44,155000.0,10.408,-7.78,10.312441707849635,-1.4087927586257594
45,148000.0,10.443,-8.13,10.338045200580671,-1.476844755128629
46,142000.0,10.469,-8.45,10.355353506688797,-1.5385275076155487
47,136000.0,10.482000000000001,-8.8,10.358609894322768,-1.6035975359292873
48,131000.0,10.537,-9.09,10.40496037012454,-1.6637876311195363
49,125000.0,10.577,-9.53,10.43102732666553,-1.7511704401219579
50,120000.0,10.619,-9.84,10.462782082670087,-1.8147595131470746
51,115000.0,10.661,-10.26,10.490857877607107,-1.8987089942164799
52,110000.0,10.7125,-10.61,10.528979533701339,-1.9724165918730028
53,106000.0,10.754,-10.99,10.556597717688579,-2.050212781227968
54,101000.0,10.8205,-11.41,10.607140919260797,-2.140206837103105
55,97000.0,10.871,-11.77,10.642429924668313,-2.217504520519492
56,93000.0,10.932,-12.18,10.686117514543398,-2.3064727269775056
57,89000.0,10.998000000000001,-12.59,10.733551113137274,-2.397266047327583
58,86000.0,11.057,-12.9,10.77793452417234,-2.4684765327330895
59,82000.0,11.142,-13.370000000000001,10.84001935200417,-2.5764596733065885
60,79000.0,11.212,-13.700000000000001,10.893008733413609,-2.6554292936877166
61,75000.0,11.32,-14.21,10.97363653674907,-2.7786721730554858
62,72000.0,11.405,-14.59,11.037224677405339,-2.8729247154206057
63,69000.0,11.503,-14.96,11.11312054648133,-2.969437778330188
64,66000.0,11.614,-15.370000000000001,11.198617356820538,-3.0779080114678603
65,64000.0,11.691500000000001,-15.65,11.25806713828393,-3.1539017993418033
66,61000.0,11.818,-16.07,11.356202479968935,-3.271358927716037
67,58000.0,11.96,-16.47,11.469261029641817,-3.390818696707263
68,56000.0,12.067,-16.740000000000002,11.556226840705232,-3.47564758429022
69,54000.0,12.183,-17.03,11.648794204695767,-3.5682106980360215
70,51000.0,12.368,-17.46,11.798164814217523,-3.7108935603921047
71,49000.0,12.504,-17.72,11.910563251387554,-3.80609162774593
72,47000.0,12.653,-17.97,12.035763718072417,-3.9036906540774536
73,45000.0,12.815,-18.21,12.173193074276872,-4.004696664714763
74,43000.0,12.992,-18.42,12.326364903826798,-4.105215251080871
75,42000.0,13.086500000000001,-18.52,12.408787294195053,-4.156739123089569
76,40000.0,13.289,-18.72,12.585989375075158,-4.265019630728006
77,38000.0,13.504,-18.900000000000002,12.77593668560717,-4.37418081534781
78,37000.0,13.618,-18.97,12.878391618172762,-4.426844624445
79,35000.0,13.859,-19.07,13.09841965312691,-4.5280551664681274
80,34000.0,13.988,-19.09,13.218744040770309,-4.574980461029615
81,32000.0,14.269,-19.1,13.483476027575808,-4.669072200532834
82,31000.0,14.419,-19.09,13.626041630245004,-4.715776764312545
83,30000.0,14.573,-19.06,13.77406621419322,-4.7589314900532935
84,28000.0,14.899000000000001,-18.95,14.091508875161413,-4.838344615800652
85,27000.0,15.068,-18.86,14.259018145118574,-4.870834172621691
86,26000.0,15.242,-18.73,14.434818360775765,-4.894341926287017
87,25000.0,15.428,-18.57,14.623887858377042,-4.91324739880585
88,24000.0,15.627,-18.37,14.83066612944033,-4.924882857192789
89,23000.0,15.826,-18.150000000000002,15.03856555434616,-4.929890675018379
90,22000.0,16.032,-17.91,15.255101232441408,-4.9302038890866
91,21000.0,16.243000000000002,-17.63,15.480102294790814,-4.919500172051241
92,20000.0,16.459,-17.3,15.714407999016544,-4.894493052446279
93,19000.0,16.678,-16.93,15.955196187304653,-4.856685971382038
94,18000.0,16.902,-16.51,16.205133079286718,-4.8032557586086835
95,17000.0,17.130499999999998,-16.04,16.463593027396414,-4.7333006325675235
96,16000.0,17.361,-15.530000000000001,16.72715675516669,-4.648284402667439
97,15000.0,17.594,-14.950000000000001,16.998466336190454,-4.538830049407001
98,14000.0,17.831,-14.32,17.27698108450944,-4.410270468520385
99,13000.0,18.069,-13.620000000000001,17.56087914452774,-4.254913003962671
100,12000.0,18.307,-12.870000000000001,17.847090704887105,-4.077695718360104
101,11000.0,18.54,-12.07,18.129795145303802,-3.8770448789119802
102,10000.0,18.758499999999998,-11.23,18.399337003560483,-3.653179448016465
103,9000.0,18.9665,-10.31,18.660263402579616,-3.394509095045684
104,8000.0,19.168,-9.33,18.91442586807961,-3.1075260386553216
105,7000.0,19.3575,-8.31,19.154257459690662,-2.797718252055515
106,6000.0,19.521,-7.24,19.365358294861373,-2.4601502213571855
107,5000.0,19.6695,-6.12,19.55739939671377,-2.096988099017225
108,4000.0,19.795,-4.96,19.720873693333534,-1.7114805787929446
109,3000.0,19.902,-3.77,19.85893271776223,-1.3085852327582421
110,2000.0,19.978,-2.5300000000000002,19.95852635615162,-0.8818785011560067
111,1000.0,20.026,-1.28,20.021002867924935,-0.44734792113250704
112,999.0,20.026,-1.28,20.021002867924935,-0.44734792113250704
113,957.0,20.0275,-1.22,20.022960011713057,-0.42641367161459065
114,918.0,20.029,-1.17,20.02482419088333,-0.4089708109557583
115,879.0,20.0295,-1.12,20.025639046126855,-0.39150547495739285
116,843.0,20.031,-1.08,20.027441540539982,-0.3775530959393411
117,808.0,20.0325,-1.03,20.029263149475515,-0.36010267849898725
118,774.0,20.034,-0.99,20.031009443629646,-0.34614544518148976
119,742.0,20.035,-0.9500000000000001,20.032246079827594,-0.33217765914051994
120,712.0,20.036,-0.91,20.033472975702015,-0.31820831512883035
121,682.0,20.036,-0.875,20.03369024496054,-0.3059704158566348
122,654.0,20.038,-0.84,20.03584657423452,-0.2937618997333404
123,627.0,20.038,-0.81,20.03599764112802,-0.2832569785140619
124,601.0,20.039,-0.77,20.037190428704008,-0.2692967208352261
125,576.0,20.039,-0.74,20.03732868547617,-0.25880523602509675
126,552.0,20.0405,-0.71,20.03896102744207,-0.2483198760223181
127,529.0,20.04,-0.68,20.03858864851546,-0.23783392438268625
128,507.0,20.041,-0.65,20.039710366865272,-0.22735305617605642
129,486.0,20.041,-0.63,20.039788507162594,-0.2203578639260164
130,466.0,20.042,-0.6,20.040901084423595,-0.2098754972577982
131,446.0,20.042,-0.58,20.04097312382953,-0.2028798904337233
132,428.0,20.0425,-0.56,20.041559638926866,-0.19588425888934913
133,410.0,20.043,-0.53,20.042142496091135,-0.18540001719996166
134,393.0,20.044,-0.51,20.043205952252123,-0.17841287959425173
135,377.0,20.049,-0.5,20.04823659551357,-0.174958310206899
136,361.0,20.0515,-0.48,20.050796358345956,-0.16798108863977296
137,346.0,20.0485,-0.46,20.047853869927014,-0.16095794498098365
138,332.0,20.048000000000002,-0.43,20.047435413270534,-0.15045713923451987
139,318.0,20.0475,-0.42,20.046961381088693,-0.146954534256661
140,305.0,20.0455,-0.4,20.04501150530499,-0.13994285330278833
141,292.0,20.0445,-0.38,20.044059155356468,-0.1329391837291865
142,280.0,20.044,-0.37,20.043604348600415,-0.1294246892615405
143,268.0,20.044,-0.35000000000000003,20.04362602387975,-0.12244106684675708
144,257.0,20.044,-0.34,20.043647088595318,-0.11894279231808237
145,247.0,20.044,-0.32,20.043687386332625,-0.11194623249768265
146,236.0,20.044,-0.31,20.043706619353134,-0.10844794741908503
147,227.0,20.044,-0.3,20.043725241807422,-0.10494965903697405
148,217.0,20.044,-0.28,20.0437606550151,-0.09795307278846789
149,208.0,20.044,-0.27,20.043777445767407,-0.09445477513520088
150,200.0,20.044,-0.26,20.043793625951338,-0.09095647460467692
151,191.0,20.045,-0.25,20.044809186047125,-0.08746253461274503
152,183.0,20.0445,-0.24,20.044323845298667,-0.0839724316719816
153,176.0,20.045,-0.23,20.04483849503093,-0.08046557106170524
154,168.0,20.0455,-0.22,20.045352229936135,-0.07696900541367782
155,161.0,20.045,-0.21,20.044865361611965,-0.07347043029779121
156,155.0,20.045,-0.21,20.044865361611965,-0.07346859770617968
157,148.0,20.046,-0.2,20.045877872908065,-0.06997359826957493
158,142.0,20.046,-0.19,20.045889780288615,-0.06647493151822942
159,136.0,20.0455,-0.18,20.04540107950385,-0.0629746919481988
160,131.0,20.045,-0.17,20.044911767552936,-0.05947462499191237
161,125.0,20.045,-0.17,20.044911767552936,-0.05947462499191237
162,120.0,20.045,-0.16,20.044921842531693,-0.0559761270176682
163,115.0,20.045,-0.15,20.044931306907216,-0.052477627338293684
164,110.0,20.0455,-0.15,20.045431305193745,-0.05247893633373739
165,106.0,20.0455,-0.14,20.04544015918659,-0.04898034778961992
166,101.0,20.046,-0.13,20.0459484012734,-0.04548289221651615
167,97.0,20.047,-0.13,20.046948398699385,-0.045485161142596986
168,93.0,20.0465,-0.12,20.046459544276807,-0.041985260725449176
169,89.0,20.046,-0.12,20.04595603421833,-0.041984213528663564
170,85.0,20.0455,-0.11,20.045463057449993,-0.03848457363139983
171,82.0,20.045,-0.11,20.04496305837146,-0.038483613700900934
172,79.0,20.045,-0.11,20.04496305837146,-0.038483613700900934
173,75.0,20.045,-0.1,20.044969469726855,-0.0349851070944316
174,72.0,20.045,-0.1,20.044969469726855,-0.0349851070944316
175,69.0,20.045,-0.09,20.044969469726855,-0.0314881702179358
176,66.0,20.045,-0.09,20.044975270477558,-0.03148659942225497
177,64.0,20.045,-0.09,20.044975270477558,-0.03148659942225497
178,61.0,20.0445,-0.08,20.04448046111079,-0.027987392659467713
179,58.0,20.044,0.04,20.043996183905406,0.013993350674091439
180,56.0,20.045,0.08,20.044980460623403,0.02798809079094167
181,54.0,20.045,0.15,20.044931306907216,0.052477627338293684
182,51.0,20.0455,-0.05,20.045492367239873,-0.017492996540146192
183,49.0,20.046,0.255,20.045801390943538,0.0892161368382363
184,47.0,20.0465,0.02,20.04649877869739,0.006997548427915855
185,45.0,20.046,0.255,20.045809176527843,0.08921840575847689
186,43.0,20.048000000000002,0.63,20.04678808400757,0.2204348313950789
187,42.0,20.047,0.49,20.046266899285175,0.17144212616361726
188,40.0,20.047,-0.12,20.04695603202509,-0.04198630792223479
189,38.0,20.047,-0.46,20.04635391826954,-0.16094590233851808
190,37.0,20.049,0.86,20.04674157223621,0.30092081346484306
191,35.0,20.048000000000002,0.63,20.04678808400757,0.2204348313950789
192,34.0,20.047,-0.28,20.046760619192163,-0.09796773349582996
193,32.0,20.046,0.17,20.045911763151214,0.059477592047287364
194,31.0,20.047,0.54,20.04610965477312,0.18893572666923789
195,30.0,20.046,-0.26,20.045793605359233,-0.09096555028563925
196,28.0,20.047,-0.39,20.046535589888332,-0.13645454679270225
197,27.0,20.0465,0.02,20.04649877869739,0.006997548427915855
198,26.0,20.046,-0.02,20.045998778727853,-0.006997373894994199
199,25.0,20.047,-0.03,20.046997252000626,-0.010496322375426886
