,frequency,Z,phi,ReZ,ImZ
108,58000.0,9060.35,-4.300000000000001,9030.907151115796,-688.1050107417344
109,57000.0,9050.55,-4.37,9010.71700478065,-689.1181417848358
110,55000.0,9184.1,-4.085,9144.497022177682,-664.865539020995
111,54000.0,9057.2,-3.9299999999999997,9043.871967810268,-623.2469650425926
112,53000.0,8930.8,-4.17,8922.079228860923,-662.1662372404195
113,51000.0,9092.5,-4.109999999999999,9070.89972413957,-650.8737758155269
114,50000.0,8822.150000000001,-2.865,8800.154381116094,-435.87175319796313
115,49000.0,9194.5,4.555,9170.43673845051,681.4834069997984
116,47000.0,9102.3,-2.165,9095.979335646498,-344.29837144869293
117,46000.0,9394.55,-3.0300000000000002,9360.556774850033,-499.8322618175893
118,45000.0,9139.75,-2.74,9120.143071235045,-435.3407226050881
119,44000.0,9620.1,-8.11,9351.166239514416,-1336.7051859257037
120,43000.0,8980.95,-1.7650000000000001,8964.862223019258,-279.7092523214782
121,42000.0,8894.9,-1.355,8892.668736724867,-212.94405594792292
122,40000.0,9032.550000000001,-3.045,9021.246279898973,-469.4569817950945
123,39000.0,9150.0,-1.935,9125.353186657896,-303.3552289463562
124,38000.0,8606.900000000001,8.445,8527.561475503786,1237.5269454193763
125,37000.0,9066.05,-2.3049999999999997,9030.382926471997,-380.649809318342
126,36000.0,9157.150000000001,0.08,9138.497891941077,12.939528008254504
127,35000.0,9449.8,-1.3650000000000002,9442.09070609208,-224.52193141409668
128,34000.0,9175.0,0.45999999999999996,9137.700509855431,76.27640623320637
129,33000.0,9265.1,-0.9950000000000001,9261.334320379001,-164.99284199347426
130,32000.0,9640.650000000001,-0.24000000000000002,9616.228129251347,-39.7398243195383
131,31000.0,9577.35,-2.42,9566.933393150315,-394.3054449005798
132,30000.0,9138.400000000001,0.405,9137.316971227257,67.80380938096602
133,29000.0,9091.6,1.0,9088.509482375659,162.86003976231385
134,28000.0,9095.35,-2.565,9052.113718580262,-425.35506749596334
135,27000.0,9264.75,-2.225,9238.49648389286,-354.4168059183219
136,26000.0,9071.75,0.385,8992.212301565829,58.275420106457716
137,25000.0,9144.0,0.61,9135.693707471197,92.80046580872764
138,24000.0,9284.35,1.9250000000000003,9281.375056979168,313.79073601734194
139,23000.0,9129.8,2.245,9115.10237589362,353.7350474467863
140,22000.0,9200.900000000001,1.175,9197.652186321699,186.6417793544692
141,21000.0,9072.900000000001,2.125,9070.956226770839,337.0769441633096
142,20000.0,9133.75,1.885,9125.241337010126,298.8645131328735
143,19000.0,9232.2,2.555,9229.554796190478,400.09203569233944
144,18000.0,8999.0,2.25,8989.3840595183,349.23916343671044
145,17000.0,8682.8,7.065,8587.877312802084,1129.2605011610462
146,16000.0,9211.400000000001,3.465,9181.319234573224,561.3810498876835
147,15000.0,9238.3,4.225,9217.383728331975,698.2870309237037
148,14000.0,9384.8,4.5600000000000005,9358.318019536171,746.7366635869366
149,13000.0,9144.1,5.055,9109.79039374118,812.923196349205
150,12000.0,9159.0,4.785,9102.98380194271,823.3580208259526
151,11000.0,9062.400000000001,5.865,9019.460395735077,927.9448567285276
152,10000.0,9158.45,7.35,9082.57558814031,1171.9184534921856
153,9000.0,9120.55,8.4,9022.776023039281,1337.1672119544014
154,8000.0,9128.3,9.585,8994.81365982407,1518.7722960516685
155,7000.0,9060.55,11.495000000000001,8886.812872155362,1805.2205169249346
156,6000.0,8972.35,13.185,8732.594480508811,2039.9653434977604
157,5000.0,8849.25,15.785,8512.044534415007,2405.0206668039436
158,4000.0,8682.85,19.7,8185.057892673826,2920.982000445867
159,3000.0,8285.900000000001,25.7,7463.486756827277,3596.509817581611
160,2000.0,7468.35,35.83,6050.366693827519,4340.896178074058
